path,local_jitter,local_shimmer,min_intensity,relative_min_intensity_time,max_intensity,relative_max_intensity_time,mean_intensity,stddev_intensity,q1_intensity,median_intensity,q3_intensity,voiced_fraction,min_pitch,relative_min_pitch_time,max_pitch,relative_max_pitch_time,mean_pitch,stddev_pitch,q1_pitch,q3_pitch,mean_absolute_pitch_slope,pitch_slope_without_octave_jumps,min_hnr,relative_min_hnr_time,max_hnr,relative_max_hnr_time,mean_hnr,stddev_hnr,min_gne,max_gne,mean_gne,stddev_gne,sum_gne,band_energy,band_density,band_energy_difference,band_density_difference,center_of_gravity_spectrum,stddev_spectrum,skewness_spectrum,kurtosis_spectrum,central_moment_spectrum,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,formant_dispersion,average_formant,mff,fitch_vtl,delta_f,vtl_delta_f,source,class
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_mood_fear.wav,0.006933112738501937,0.03741612326002895,43.37864653614486,0.961684883961684,70.5533322498665,0.7629465878577867,64.62120496292835,6.37377486415257,64.00136972021639,302.04391088817954,68.3772620821013,0.8888888888888888,252.30253523389914,0.2605612011691593,350.6787345291878,0.9686680448907264,301.4535843532045,18.691308447239635,287.73614404784337,310.01828937886864,382.96077983438016,22.09407315773304,-226.29971207265334,0.9506423508564676,49.33593267329118,0.7815102934457792,25.665399097321444,7.027773626726817,0.0,0.8701145217753075,0.2724262932005067,0.3514804940871991,708.580788614518,0.0024551604331033163,3.0689505413791457e-06,-8.991002991362384,-17.44198339150495,398.7844530632683,475.8329892948694,12.8586129030539,220.18652426998025,1385344443.2582495,352.29905002525595,1295.6079931728907,2440.9194360085103,3849.4206877226916,348.33518025012216,1210.2065513935067,2513.8499064644993,3883.3782966134663,1178.347705454448,1988.9424836803987,1424.2999867676563,19.99648265600512,1041.2345819773193,16.806971553679336,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_mouse_fear.wav,0.009004011357668982,0.042817972406583034,31.395592668010742,0.9661387481715609,70.71140158422102,0.16560365781425032,60.724136357702555,8.417939750287383,54.48462362198303,293.3183626717897,65.92471583803861,0.7435897435897436,262.39515002744525,0.6316806359543219,396.7243535643319,0.5426259113268845,301.75938154875604,28.471616084323028,287.59092614098756,303.93651003308594,431.0734368482299,23.342440408706604,-227.45885299950697,0.8481173085322302,45.89972248372507,0.5844953771920698,22.306828357726552,7.93863457515635,0.0,0.831155486003941,0.25491236185275007,0.32956615118466004,663.0270531790029,0.0014071496150098728,1.758937018762341e-06,-0.9629496238518496,-9.413930023994418,623.1454407766846,754.7072021848182,7.474375000400688,73.22647584601046,3212997345.353298,419.880350810717,1290.4769340008168,2437.0575600468833,3699.682754106742,382.15961082515275,1171.2026792026977,2534.79675712842,3694.8468728653256,1104.2290873467243,1945.7514800053991,1430.8829461944201,19.786489779659142,1010.3257034317292,17.32114697325676,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_ton_fear.wav,0.008792485243603416,0.043971806465322304,20.232745640342507,0.6981108762031244,71.26075146084706,0.19320996568764087,58.767316170094546,11.7105537605634,52.43019437531745,287.4543689122347,65.95030966862963,0.7423312883435583,238.22157180523897,0.6535394238530075,357.63560215050285,0.9748900370260798,288.14624654007207,20.68600257107354,281.06939093963774,297.198693278894,391.33607615357835,23.139035685433978,-228.16043431820023,0.9888077924630275,48.54661531871285,0.977167636590072,20.943885431231465,8.15179857664094,0.0,0.8441480389526301,0.2802051733556315,0.35961072445659853,728.8136558979975,0.0017182115325645498,2.1477644157056875e-06,-1.610707545937352,-10.061687946079921,510.420360117125,656.744614132119,9.20190370629062,107.55416888248718,2606557104.619487,432.23606365738556,1378.4870546761858,2517.6180852055613,3874.1286454377164,371.8250820898893,1321.0368799213627,2678.798300790974,3846.9617241285055,1158.3788806795387,2054.655496732683,1499.9537778722174,18.914232797365234,1063.2776022549615,16.458542870541635,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_rain_fear.wav,0.0069707479974189185,0.04846015078980338,28.85291217033221,0.027705357142857028,71.05397387379499,0.7687500341351233,61.97282227993162,6.975886526279812,61.01106685929268,278.5756233662812,66.10610098556234,0.8544303797468354,252.685334915111,0.6913136540487819,334.2971864539077,0.642003219408168,280.9621709790616,17.07327210563433,271.64171381166,289.1272617745843,345.26019250240415,20.96355356843236,-227.72390901040893,0.9799322747564934,46.67968466699555,0.9677605920283828,22.29376472790605,6.503250235853688,0.0,0.8435147379487214,0.26804691591535773,0.3460544793885458,697.1900282958454,0.0016503416993113719,2.062927124139215e-06,-1.5617558500142916,-10.012736250156863,497.1210671621484,629.5295901295857,9.202523240647745,105.78679773820735,2295912686.5520177,388.2602071929503,1455.7044271207758,2297.997810376159,3574.7059087455605,362.0717508068792,1378.3037256698349,2388.0176295754445,3622.985399683926,1086.971216292349,1937.8446264340214,1441.4876342723257,19.609553097647012,995.1897350828831,17.58458651961732,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_third_fear.wav,0.011371083542575162,0.048236053852445844,40.56574247885086,0.7113305590178735,69.31526977132509,0.1913208139923489,58.747061662658886,7.384822757129691,52.01221485129531,284.515520430419,63.82036965618742,0.7515923566878981,234.7690359864588,0.5876899174955017,396.8298794911838,0.1571897717212361,294.5891458412988,32.81467567632617,280.5160766646105,297.42402529424703,465.39528339660274,26.56107347929998,-227.61770435377213,0.9449658424674994,53.45170694798872,0.9635936635496015,21.701306177822225,5.29074697897946,0.0,0.8552855101722523,0.2668041903620787,0.3454269885330387,693.9576991317667,0.0009879089366760098,1.2348861708450122e-06,-2.156937974673813,-10.60791837481638,580.8207338395911,893.8571065955047,7.724506168926114,70.49048095928309,5516644729.20425,432.8553273462123,1450.5653817818832,2279.8812322153217,3687.085349561959,411.2100564790049,1396.2781295538143,2397.3372143753454,3717.9602323920867,1102.2500586376939,1980.6964082000627,1504.0676918788813,18.700535755308763,1014.58219389909,17.248479329946278,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_thin_fear.wav,0.01069199747394982,0.04229031872576964,36.5790587387124,0.7489929469745447,67.71928308178636,0.1811154011830252,58.68455005151324,8.76018721695653,53.84225528956095,286.01802376334194,65.039247424163,0.7643312101910829,235.12728935832914,0.6346268908289259,363.12066945649656,0.9747029854434117,286.727732630183,20.269275987078842,278.78545409125337,292.44062744708043,440.8710272942945,26.166462115434808,-227.70298558946564,0.6522263507494973,44.794535540566756,0.3043490037780199,20.21450003387443,9.437274462785703,0.0,0.8634132206065986,0.28923239918044225,0.37189467609778476,752.2934702683303,0.0011209573208062582,1.4011966510078228e-06,-4.947568708090609,-13.398549108233178,498.29838515956743,830.3530736829262,8.134725849147086,79.2147703849894,4657268902.674884,388.61144086626285,1486.3922377048605,2527.7672897605653,3694.858141953189,356.01737422675717,1546.6031722149728,2648.1671605254214,3638.624163261564,1094.2022630116023,2047.3529675571788,1517.690344147015,18.726069454803806,1040.6436151507078,16.81651599569524,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_bean_fear.wav,0.00926658725262199,0.04298132185678955,24.00003542023285,0.6809158717300635,67.1179584369707,0.23832839322442076,55.425247823845346,10.816840124489469,51.60536539566242,307.0593305141921,63.34617051380512,0.7261146496815286,218.44959883280822,0.3570584503086169,415.4242552430257,0.9679227608096196,302.0715377369514,43.15511912888587,258.05983934151806,327.97339729129584,507.5211654001906,29.111237018716324,-228.0685077360228,0.6308259970910204,50.910261961364085,0.6184934993903313,20.825660930919927,10.703646445281953,0.0,0.7621922497175979,0.25804972770295287,0.32981431778528586,671.1873417553804,0.0007482474959864209,9.353093699830262e-07,-10.387949242598186,-18.838929642740755,450.41186259237367,776.6649879905384,9.33648302636684,99.58331568303309,4374057570.961649,380.1018567688189,1589.7200814594753,2620.7454316434337,3761.1812167219223,347.0085443170078,1557.9940151870737,2673.8646383815494,3779.3561664953977,1144.1158740594633,2089.555841095257,1528.8532410722617,18.65816370345948,1067.7573082679467,16.389492129431055,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_half_fear.wav,0.01052552436870441,0.05199052235993738,33.59947202227311,0.9241246529345998,72.2472247956243,0.15479342833635173,59.5770192904473,8.599244853185384,54.63378867311267,278.0168436962614,65.75584119041223,0.7407407407407407,243.53250931574132,0.2703090031838432,581.513620844331,0.9679093404555233,289.357050555971,39.6390390572759,268.4409324964646,288.99960898377276,683.5508583425803,28.76092326994248,-227.42955859292235,0.5875443282142592,45.37000633846419,0.2615362131547693,19.318389088936605,6.825482489343083,0.0,0.8576902241212491,0.2752351803140527,0.3540792440309733,715.8867039968511,0.0012884611524743704,1.610576440592963e-06,2.237132601974202,-6.213847798168366,700.024606188827,767.0017518433859,6.79069615096837,62.42274585687824,3064103042.70558,556.9562864425012,1453.5401131649369,2403.039515813222,3682.50091860965,486.92689656599026,1428.3957938421609,2433.289198557177,3694.5357862483725,1069.2029632274607,2010.7869188034251,1581.3080552786887,17.72635456542028,1019.055018443261,17.172772503229044,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_king_fear.wav,0.011586771461855867,0.04857144859180538,34.01816076926521,0.6865388876845303,68.84336120520001,0.36271671993965143,57.88863693229261,9.119497472405765,52.60034695874131,299.5579587192979,64.08002847808876,0.732484076433121,247.23413226508939,0.6141400500816736,416.7275421990767,0.3589726234651139,308.28824237419684,39.00811226096657,286.30833039050697,311.2073681596733,590.247131765999,32.02206089316595,-227.24914297640035,0.988006467712365,42.82209246585304,0.9757591417097435,18.892087231397156,9.996870853376974,0.0,0.8137388579570797,0.2704770602341224,0.346696758185322,703.5108336689523,0.0009978811079008809,1.247351384876101e-06,-5.7848673011429526,-14.235847701285522,508.5341739491981,823.9765258450948,8.349811205707162,82.47559947505796,4671121608.268425,382.7507916402348,1522.381129784812,2495.1985216623384,3556.501786242218,357.4729116982761,1442.7815414253348,2599.8068889085685,3548.7923895917907,1063.7731592978382,1987.2134329059922,1476.9518924712124,19.189741758579075,1012.533302563325,17.28338214229307,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_hall_fear.wav,0.008835148601905759,0.045390376966741204,37.55087295201927,0.032329142991727136,73.20268464171937,0.8136857237396684,61.51589211788266,8.943014137614018,57.50549210300397,313.8218142893861,67.01634183361651,0.7647058823529411,279.74726455874065,0.28173369482784283,370.9154353435798,0.6083364509529612,317.4359898652772,20.602163478015278,305.43828784372727,330.1726489090354,446.08877424997775,24.11794077870109,-226.79021296058588,0.9564103394471104,37.62200894632376,0.6115370284978852,20.09971602710229,8.171446092723578,0.0,0.8774728609167519,0.2695384370996289,0.34748355598297,701.0694748961347,0.0021415568412616907,2.6769460515771132e-06,3.4074348433636112,-5.043545556778955,725.4571677475853,690.139378320824,8.54524634922262,94.18339802832492,2808891813.432536,477.58682341724494,1253.733092606032,2404.2871912011638,3745.6748122943823,441.3330092442406,1057.8513556275743,2505.5384642960826,3692.8319853631165,1083.8329920396252,1924.3887036327535,1441.6602376506391,19.672062973736768,999.8191260749807,17.503165866310503,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_dead_fear.wav,0.01028213545392426,0.04936727518485659,27.60321634621123,0.7263970750654037,68.05644968803759,0.8553718563743713,56.41195804070626,9.707672746659089,50.517107313919325,292.08601213267315,62.714313692027844,0.7619047619047619,259.2452328716709,0.638283418060416,409.2284517348384,0.9284514342316276,301.53059259798766,28.723359053962607,284.8165187959196,305.5888546681268,553.5526541190184,30.60097418073028,-227.4105206354892,0.9859766040411201,38.762744871953316,0.6332515473557692,19.619366544434495,7.526771257667658,0.0,0.8822299357701118,0.2866866885312854,0.3683849121912619,745.6720768698734,0.0007355945139141117,9.194931423926396e-07,-1.2662670709831,-9.717247471125669,533.6251626767119,694.8619595160884,9.060042933255094,101.66115708860764,3039666000.650887,410.66750381522263,1537.0373516379645,2468.214478432102,3793.824180670436,367.38071413319886,1641.7279355908322,2590.5475955669676,3855.8452654096322,1162.8215170921444,2113.875377675158,1566.68678034002,18.14495008785446,1077.052841823999,16.24804217624419,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_pike_fear.wav,0.012581392783359437,0.05875632249718971,24.565850985449174,0.6744558648870396,71.2083011003951,0.17087638878488934,56.7616325914804,12.635620364720696,51.573042564883245,280.65642284923183,65.4947618680602,0.6666666666666666,258.1226149204119,0.2845529815328609,484.6333593462732,0.7221986347227223,292.7969234620783,41.71870048927059,272.2813263036228,294.75303331430274,679.6526137319245,34.46734564164545,-227.73843969856918,0.91007164790174,44.56751913362629,0.2822056813232307,19.34798840270857,8.365038242993819,0.0,0.8500321423159872,0.28095181384375273,0.3602014685051382,730.7556678076008,0.0012458297578769443,1.5572871973461802e-06,-0.6309665853080116,-9.08194698545058,553.0369552728042,745.7809934718841,8.126686637540228,79.16380450728725,3370912246.0461335,457.259104751663,1480.4410780272171,2538.8968089521327,3831.9613083299582,408.0292990932581,1482.2326430246203,2611.6649917247846,3765.605633589299,1119.1921114986803,2066.8831418579903,1561.672656798172,18.042929629699405,1054.1021814741937,16.601806074934522,TESS,female_fear
